PORT_NAME;COUNTRY;LATITUDE;LONGITUDE
CANTON ISLAND;KI;-2,833333;-171,716667
ENGLISH HARBOR;KI;3,85;-159,366667
HONOKAA;US;20,1;-155,466667
HILO;US;19,733333;-155,066667
HONUAPO;US;19,083333;-155,55
MILOLII;US;19,183333;-155,9
KAUHAKO BAY;US;19,383333;-155,9
NAPOOPOO;US;19,483333;-155,933333
KAILUA;US;19,633333;-156
KIHOLO;US;19,866667;-155,95
KAWAIHAE;US;20,033333;-155,833333
MAHUKONA;US;20,183333;-155,9
KAHULUI;US;20,9;-156,466667
HANA;US;20,75;-155,983333
LAHAINA;US;20,866667;-156,666667
KAUMALAPAU HARBOR;US;20,783333;-157
PUKOO;US;21,066667;-156,8
KAMALO;US;21,05;-156,883333
KAUNAKAKAI;US;21,083333;-157,033333
HONOLULU;US;21,3;-157,866667
PORT ALLEN;US;21,9;-159,583333
NAWILIWILI BAY;US;21,95;-159,35
AHUKINI LANDING;US;22;-159,333333
MATA-UTU;WF;-13,283333;-176,133333
DEVONPORT;AU;-41,183333;146,366667
BEAUTY POINT;AU;-41,15;146,816667
LAUNCESTON;AU;-41,45;147,116667
WHANGAROA;NZ;-35,05;173,766667
OPUA;NZ;-35,316667;174,116667
WHANGAREI;NZ;-35,8;174,433333
AUCKLAND;NZ;-36,85;174,766667
TAURANGA;NZ;-37,633333;176,166667
GISBORNE;NZ;-38,666667;178,033333
NAPIER;NZ;-39,483333;176,916667
WELLINGTON;NZ;-41,283333;174,783333
WANGANUI;NZ;-39,95;175,033333
NEW PLYMOUTH;NZ;-39,066667;174,033333
MANUKAU HARBOR;NZ;-36,933333;174,783333
COLLINGWOOD;NZ;-40,683333;172,666667
NELSON;NZ;-41,266667;173,266667
PICTON;NZ;-41,283333;174,016667
PORT LYTTELTON;NZ;-43,6;172,716667
AKAROA;NZ;-43,8;172,966667
TIMARU;NZ;-44,4;171,25
OTAGO HARBOR;NZ;-45,816667;170,633333
BLUFF HARBOR;NZ;-46,6;168,333333
GREYMOUTH;NZ;-42,433333;171,216667
WESTPORT;NZ;-41,75;171,6
KINGSTON;NF;-29,066667;167,95
LAUTOKA HARBOR;FJ;-17,6;177,45
SUVA HARBOR;FJ;-18,133333;178,416667
LEVUKA;FJ;-17,683333;178,833333
MALAI;FJ;-16,35;179,366667
SAVUSAVU BAY;FJ;-16,766667;179,333333
NUKU ALOFA;TO;-21,133333;-175,2
PANGAI;TO;-19,8;-174,35
NEIAFU;TO;-18,65;-173,983333
FUNAFUTI ATOLL;TV;-8,516667;179,133333
PORT BONYTHON;AU;-33,016667;137,766667
PORT LINCOLN;AU;-34,716667;135,85
THEVENARD;AU;-32,166667;133,65
ESPERANCE;AU;-33,866667;121,9
ALBANY;AU;-35,033333;117,883333
BUNBURY;AU;-33,316667;115,633333
FREMANTLE;AU;-32,05;115,75
GERALDTON;AU;-28,783333;114,6
POINT MURAT;AU;-21,816667;114,183333
ONSLOW;AU;-21,65;115,1
PORT WALCOTT;AU;-20,65;117,183333
DAMPIER;AU;-20,633333;116,716667
PORT HEDLAND;AU;-20,316667;118,583333
BROOME;AU;-17,966667;122,233333
WYNDHAM;AU;-15,466667;128,1
DARWIN;AU;-12,466667;130,85
MILNER BAY;AU;-13,866667;136,416667
WEIPA;AU;-12,666667;141,866667
GOVE;AU;-12,2;136,7
KARUMBA;AU;-17,483333;140,833333
HOBART;AU;-42,883333;147,333333
PORT HUON;AU;-43,166667;146,983333
DOVER;AU;-43,316667;147,033333
STANLEY;AU;-40,766667;145,283333
PORT LATTA;AU;-40,833333;145,383333
BURNIE;AU;-41,05;145,95
WHYALLA;AU;-33,033333;137,583333
BALLINA;AU;-28,866667;153,566667
NEWCASTLE;AU;-32,916667;151,783333
SYDNEY;AU;-33,866667;151,2
BOTANY BAY;AU;-34;151,233333
PORT KEMBLA;AU;-34,483333;150,916667
JERVIS BAY;AU;-35,116667;150,8
BATEMANS BAY;AU;-35,7;150,166667
EDEN;AU;-37,066667;149,916667
WELSHPOOL;AU;-38,7;146,466667
WESTERN PORT;AU;-38,35;145,233333
MELBOURNE;AU;-37,833333;144,966667
GEELONG;AU;-38,15;144,366667
WARRNAMBOOL;AU;-38,4;142,483333
PORTLAND;AU;-38,333333;141,6
KINGSCOTE;AU;-35,633333;137,633333
PORT ADELAIDE;AU;-34,85;138,5
ARDROSSAN;AU;-34,433333;137,916667
PORT GILES;AU;-35,033333;137,766667
WALLAROO;AU;-33,933333;137,616667
PORT PIRIE;AU;-33,183333;138,016667
FAKFAK;ID;-2,933333;132,283333
AMAMAPARE;ID;-4,816667;136,966667
MERAUKE;ID;-8,483333;140,383333
DARU;PG;-9,066667;143,2
PORT MORESBY;PG;-9,466667;147,133333
ALOTOA;PG;-10,316667;150,45
SAMARAI;PG;-10,616667;150,666667
SULOGA HARBOR;PG;-9,216667;152,766667
DISCOVERY BAY;PG;-10,416667;150,416667
ORO BAY;PG;-8,883333;148,483333
LAE;PG;-6,733333;147
MADANG;PG;-5,216667;145,816667
VANIMO;PG;-2,683333;141,133333
THURSDAY ISLAND;AU;-10,583333;142,216667
CAIRNS;AU;-16,916667;145,783333
MOURILYAN HARBOUR;AU;-17,6;146,133333
LUCINDA;AU;-18,516667;146,333333
TOWNSVILLE;AU;-19,266667;146,816667
MACKAY;AU;-21,116667;149,216667
HAY POINT;AU;-21,283333;149,3
PORT ALMA;AU;-23,583333;150,85
GLADSTONE;AU;-23,85;151,25
BUNDABERG;AU;-24,866667;152,35
BRISBANE;AU;-27,466667;153,033333
SAILOLOF;ID;-1,25;130,75
BAUBAU;ID;-5,466667;122,616667
RAHA ROADSTEAD;ID;-4,85;122,733333
POMALAA;ID;-4,166667;121,6
UJUNG PANDANG;ID;-5,133333;119,4
DONGGALA;ID;-0,65;119,733333
TAHUNA;ID;3,616667;125,483333
TERNATE;ID;0,783333;127,383333
LABUHA;ID;-0,633333;127,466667
BULA;ID;-3,1;130,5
SALAWATI;ID;-1,35;130,983333
AMBON;ID;-3,683333;128,166667
NAMLEA;ID;-3,283333;127,083333
SAUMLAKI;ID;-7,983333;131,3
SERUI;ID;-1,9;136,25
MANOKWARI ROAD;ID;-0,866667;134,083333
MANGKASA OIL TERMINAL;ID;-2,733333;121,066667
KENDARI;ID;-3,966667;122,583333
KASIM TERMINAL;ID;-1,3;131,016667
BINTULU PORT;MY;3,266667;113,066667
MIRI;MY;4,383333;113,966667
LUTONG;MY;4,466667;114
MUARA HARBOR;BN;5,033333;115,066667
BANDAR SERI BEGAWAN;BN;4,883333;114,883333
SERIA OIL LOADING TERMINAL;BN;4,616667;114,316667
VICTORIA;MY;5,283333;115,233333
KOTA KINABALU;MY;5,983333;116,066667
KUDAT;MY;6,883333;116,85
PELABUHAN SANDAKAN;MY;5,833333;118,116667
LAHAD DATU;MY;5,016667;118,316667
TANJUNG ARANG  (BUNYU);ID;3,466667;117,833333
LINGKAS;ID;3,283333;117,6
TANJUNGREDEB;ID;2,15;117,483333
BENOA;ID;0,983333;117,966667
BONTANG LNG TERMINAL;ID;0,1;117,483333
TANJUNG SANTAN;ID;-0,1;117,533333
SAMARINDA;ID;-0,516667;117,116667
SENIPAH OIL TERMINAL;ID;-0,95;117,166667
BALIKPAPAN;ID;-1,25;116,816667
LAWI LAWI OIL TERMINAL;ID;-1,45;116,766667
GUNUNG BATU BESAR;ID;-2,616667;116,3
KOTA BARU;ID;-3,233333;116,216667
BANJARMASIN;ID;-3,333333;114,583333
KUMAI;ID;-2,75;111,716667
PONTIANAK;ID;-0,016667;109,333333
MANADO;ID;1,5;124,833333
GORONTALO;ID;0,5;123,05
POSO;ID;-1,366667;120,75
KOLONODALE;ID;-1,983333;121,333333
KUCHING;MY;1,566667;110,35
SIBU;MY;2,283333;111,816667
SARIKEI;MY;2,133333;111,533333
SUNGAIPAKNING;ID;1,35;102,166667
FLYING FISH COVE;CX;-10,416667;105,7
BANTEN;ID;-6,016667;105,966667
ANYER LOR;ID;-6,05;105,916667
TANJUNG SEKONG;ID;-5,916667;106
JAKARTA;ID;-6,1;106,883333
CIREBON;ID;-6,716667;108,566667
TEGAL;ID;-6,85;109,133333
PEKALONGAN;ID;-6,85;109,7
SEMARANG;ID;-6,95;110,416667
REMBANG;ID;-6,7;111,35
TUBAN;ID;-6,733333;112,15
SURABAYA;ID;-7,2;112,733333
PANARUKAN;ID;-7,7;113,933333
CILACAP;ID;-7,733333;109
BENOA;ID;-8,75;115,216667
LABUHANHAJI;ID;-8,7;116,566667
MAUMERE;ID;-8,616667;122,216667
LARANTUKA;ID;-8,35;122,983333
ENDE;ID;-8,833333;121,65
TAREMPAH;ID;3,216667;106,216667
BENGKALIS;ID;1,466667;102,1
PULAU BUKOM;SG;1,233333;103,766667
PULAU SEBAROK;SG;1,2;103,8
TANJUNGUBAN;ID;1,066667;104,216667
TANJUNGPINANG;ID;0,916667;104,45
KIJANG;ID;0,85;104,6
PULAU SAMBU;ID;1,166667;103,9
DABO;ID;-0,5;104,566667
TOBOALI;ID;-3,016667;106,45
MUNTOK;ID;-2,066667;105,166667
PANGKALPINANG;ID;-2,116667;106,133333
CINTA OIL TERMINAL;ID;-5,5;106,233333
PANJANG;ID;-5,466667;105,316667
TELUK BAYUR;ID;-1;100,366667
SIBOLGA;ID;1,733333;98,766667
ULEELHEUE;ID;5,566667;95,283333
SABANG;ID;5,883333;95,316667
BLANGLANCANG;ID;5,25;97,116667
PANGKALANSUSU;ID;4,116667;98,216667
MUAR;MY;2,05;102,566667
DUMAI;ID;1,683333;101,45
TRINCOMALEE HARBOR;LK;8,55;81,216667
KANKESANTURAI;LK;9,816667;80,05
TUTICORIN;IN;8,8;78,166667
NAGAPPATTINAM;IN;10,766667;79,85
CUDDALORE;IN;11,716667;79,766667
PONDICHERRY;IN;11,933333;79,833333
CHENNAI (MADRAS);IN;13,1;80,3
MACHILIPATNAM;IN;16,15;81,166667
KAKINADA BAY;IN;17;82,316667
VISHAKHAPATNAM;IN;17,683333;83,3
PARADIP;IN;20,266667;86,683333
HALDIA PORT;IN;22,016667;88,083333
CALCUTTA;IN;22,55;88,333333
MONGLA;BD;22,466667;89,6
CHITTAGONG;BD;22,316667;91,816667
SITTWE;MM;20,133333;92,9
BASSEIN;MM;16,783333;94,733333
RANGOON;MM;16,766667;96,166667
MOULMEIN HARBOR;MM;16,483333;97,616667
MERGUI;MM;12,433333;98,6
PORT BLAIR;IN;11,683333;92,75
PHUKET;TH;7,833333;98,4
KRABI;TH;8,066667;98,916667
KANTANG HARBOR;TH;7,4;99,516667
PORT KLANG;MY;3;101,4
PORT DICKSON;MY;2,516667;101,8
MELAKA;MY;2,2;102,25
COLOMBO;LK;6,95;79,85
GALLE HARBOR;LK;6,016667;80,216667
BANDAR-E MAHSHAHR;IR;30,466667;49,183333
BANDAR KHOMEYNI;IR;30,433333;49,083333
KHARG ISLAND OIL TERMINAL;IR;29,233333;50,333333
SIRUS OIL TERMINAL;IR;29,016667;49,483333
BUSHEHR;IR;28,983333;50,833333
JAZIREH-YE LAVAN OIL TERMINAL;IR;26,783333;53,333333
JAZIREH-YE HORMOZ;IR;27,1;56,45
JAZIREH-YE SIRRI;IR;25,9;54,55
CHAH BAHAR;IR;25,266667;60,616667
KARACHI;PK;24,783333;66,983333
MUHAMAMAD BIN QASIM;PK;24,766667;67,35
MANDVI;IN;22,833333;69,35
OKHA;IN;22,466667;69,083333
VERAVAL;IN;20,9;70,366667
BHAVNAGAR;IN;21,766667;72,233333
MUMBAI (BOMBAY);IN;18,966667;72,866667
JAWAHARLAL NEHRU PORT (NHAVA SHIVA);IN;18,95;72,95
MARMAGAO;IN;15,433333;73,8
KARWAR;IN;14,816667;74,116667
AZHIKAL (AZHIKKAL);IN;11,916667;75,3
CALICUT (KOZHIKODE);IN;11,25;75,766667
BEYPORE;IN;11,166667;75,8
KOCHI (COCHIN);IN;9,966667;76,233333
QUILON (KOLLAM);IN;8,883333;76,583333
KOLACHEL;IN;8,166667;77,25
MALE;MV;4,166667;73,5
ABADAN;IR;30,333333;48,283333
MINA RAYSUT;OM;16,933333;54,016667
MINA QABUS;OM;23,633333;58,583333
MINA AL FAHL;OM;23,633333;58,516667
FUJAYRAH HARBOR;AE;25,166667;56,333333
KHAWR FAKKAN;AE;25,35;56,383333
MINA SAQR;AE;25,983333;56,05
FATEH OIL TERMINAL;AE;25,583333;54,416667
MUBARRAZ OIL TERMINAL;AE;24,433333;53,516667
AL HAMRIYAH LPG TERMINAL;AE;25,466667;55,483333
DUBAYY;AE;25,266667;55,3
MINA JABAL ALI;AE;25,016667;55,05
JAZIRAT DAS;AE;25,15;52,866667
ABU ZABY;AE;24,5;54,333333
UMM AN NAR;AE;24,45;54,483333
JABAL AZ ZANNAH/RUWAYS;AE;24,2;52,7
UMM SAID;QA;24,916667;51,566667
DOHA;QA;25,283333;51,533333
JAZIRAT HALUL;QA;25,683333;52,416667
SITRAH;BH;26,166667;50,666667
MINA SALMAN;BH;26,2;50,633333
DAMMAM;SA;26,5;50,2
AL JUBAYL;SA;27,083333;49,666667
RAS  TANNURAH;SA;26,633333;50,166667
JU AYMAH OIL TERMINAL;SA;26,933333;50,033333
MINA AZ ZAWR;KW;28,733333;48,4
MINA ASH SHUAYBAH;KW;29,033333;48,166667
MINA ABD ALLAH;KW;29,016667;48,166667
MINA AL AHMADI;KW;29,066667;48,166667
KHAWR AL AMAYA;IQ;29,783333;48,8
AL-BASRA OIL TERMINAL;IQ;29,683333;48,816667
UMM QASR;IQ;30,016667;47,95
AL BASRAH;IQ;30,516667;47,833333
KHORRAMSHAHR;IR;30,433333;48,183333
AL AHMADI;YE;14,833333;42,966667
ADEN;YE;12,783333;44,95
AL MUKALLA;YE;14,516667;49,116667
MAINTIRANO;MG;-18,066667;44,016667
FARADOFAY;MG;-25,033333;47
MANAKARA;MG;-22,116667;48,05
MAROANTSETRA;MG;-15,45;49,816667
IHARANA;MG;-13,35;50
PORT EST;RE;-20,933333;55,316667
SAINT-PIERRE;RE;-21,35;55,466667
DIEGO GARCIA;IO;-7,35;72,466667
BERBERA;SO;10,45;45,016667
DJIBOUTI;DJ;11,6;43,133333
ASSAB;ER;13;42,75
MITSIWA HARBOR;ER;15,616667;39,466667
PORT SUDAN;SD;19,6;37,233333
AL QUSAYR;EG;26,1;34,283333
BUR SAFAGA;EG;26,733333;33,95
ZEIT BAY TERMINAL;EG;27,833333;33,6
EL GHARDAQA;EG;27,216667;33,85
RAS SHUKHIER;EG;28,133333;33,283333
RAS GHARIB;EG;28,35;33,1
AS SUWAYS;EG;29,966667;32,55
EL-ADABIYA;EG;29,866667;32,466667
EL ISMAILIYA;EG;30,583333;32,283333
RAS ABU ZANIMAH;EG;29,033333;33,116667
WADI FEIRAN;EG;28,75;33,2
ELAT;IL;29,55;34,95
AL AQABAH;JO;29,516667;35
YANBU;SA;24,083333;38,05
JIDDAH;SA;21,483333;39,183333
JIZAN;SA;16,9;42,483333
SIMONSTOWN;ZA;-34,183333;18,433333
MOSSEL BAY;ZA;-34,183333;22,15
PORT ELIZABETH;ZA;-33,966667;25,616667
RICHARDS BAY;ZA;-28,816667;32,083333
MAPUTO;MZ;-25,966667;32,583333
CHINDE;MZ;-18,566667;36,5
QUELIMANE;MZ;-17,883333;36,883333
MOCAMBIQUE;MZ;-15,033333;40,733333
NACALA;MZ;-14,533333;40,666667
MIKINDANI;TZ;-10,266667;40,133333
MTWARA;TZ;-10,266667;40,2
DAR ES SALAAM;TZ;-6,816667;39,3
CHAKE CHAKE;TZ;-5,25;39,766667
MOMBASA;KE;-4,066667;39,666667
KILIFI;KE;-3,633333;39,866667
MALINDI;KE;-3,216667;40,133333
MARKA;SO;1,716667;44,783333
MUQDISHO;SO;2,033333;45,35
FOMBONI;KM;-12,266667;43,75
MOUTSAMOUDU;KM;-12,15;44,4
MAHAJANGA;MG;-15,716667;46,3
SALDANHA BAY;ZA;-33,033333;17,966667
CAPE TOWN;ZA;-33,916667;18,416667
OKRIKA;NG;4,716667;7,083333
PORT HARCOURT;NG;4,766667;7
ANTAN OIL TERMINAL;NG;4,216667;8,333333
CALABAR;NG;4,966667;8,316667
DOUALA;CM;4,05;9,683333
KOLE OIL TERMINAL;CM;4,25;8,55
BATA;GQ;1,866667;9,766667
LIBREVILLE;GA;0,383333;9,45
PORT OWENDO;GA;0,283333;9,5
PORT GENTIL;GA;-0,7;8,8
CAP LOPEZ;GA;-0,633333;8,716667
OGUENDJO TERMINAL;GA;-1,466667;8,916667
GAMBA OIL TERMINAL;GA;-2,833333;10
POINTE NOIRE;CG;-4,783333;11,833333
MALONGO OIL TERMINAL;AO;-5,433333;12,083333
CABINDA;AO;-5,533333;12,2
BANANA;CD;-5,983333;12,383333
BOMA;CD;-5,85;13,05
PALANCA TERMINAL;AO;-6,95;12,4
PORTO DO AMBRIZ;AO;-7,833333;13,1
LUANDA;AO;-8,8;13,25
LOBITO;AO;-12,333333;13,566667
NAMIBE;AO;-15,2;12,15
GEORGETOWN;SH;-7,933333;-14,416667
BONNY;NG;4,45;7,166667
BANJUL;GM;13,45;-16,566667
RIO CACHEU;GW;12,283333;-16,233333
BISSAU;GW;11,866667;-15,633333
VICTORIA;GN;10,816667;-14,566667
KAMSAR;GN;10,633333;-14,616667
CONAKRY;GN;9,516667;-13,716667
BENTI;GN;9,166667;-13,2
FREETOWN;SL;8,5;-13,233333
PEPEL;SL;8,583333;-13,05
BONTHE;SL;7,533333;-12,5
PORTO GRANDE;CV;16,883333;-25
PORTO DA PRAIA;CV;14,916667;-23,516667
MONROVIA;LR;6,316667;-10,816667
BUCHANAN;LR;5,866667;-10,066667
GREENVILLE;LR;4,983333;-9,05
CAPE PALMAS;LR;4,366667;-7,716667
SAN PEDRO;CI;4,733333;-6,616667
PORT BOUET;CI;5,233333;-3,966667
ABIDJAN;CI;5,25;-4,016667
TAKORADI;GH;4,883333;-1,733333
SEKONDI;GH;4,95;-1,7
SALTPOND;GH;5,2;-1,05
TEMA;GH;5,616667;0,016667
LOME;TG;6,133333;1,283333
KPEME;TG;6,2;1,516667
COTONOU;BJ;6,35;2,433333
LAGOS;NG;6,4;3,4
ESCRAVOS OIL TERMINAL;NG;5,5;5
KOKO;NG;6;5,466667
FORCADOS;NG;5,366667;5,433333
BURUTU;NG;5,35;5,5
BRASS OIL TERMINAL;NG;4,066667;6,283333
RUFISQUE;SN;14,7;-17,283333
KARABANE;SN;12,566667;-16,666667
LA GOULETTE;TN;36,8;10,3
TUNIS;TN;36,8;10,25
TAZERKA OIL TERMINAL;TN;36,6;11,683333
BANZART;TN;37,283333;9,883333
ANNABA;DZ;36,916667;7,766667
SKIKDA;DZ;36,883333;6,916667
COLLO;DZ;37;6,583333
BEJAIA;DZ;36,75;5,083333
DELLYS;DZ;36,916667;3,916667
ALGER;DZ;36,766667;3,066667
TENES;DZ;36,533333;1,316667
MOSTAGANEM;DZ;35,933333;0,083333
ARZEW;DZ;35,85;-0,3
ARZEW EL DJEDID;DZ;35,816667;-0,25
ORAN;DZ;35,7;-0,633333
MERS EL KEBIR;DZ;35,733333;-0,7
BENI SAF;DZ;35,3;-1,383333
GHAZAOUET;DZ;35,1;-1,866667
TANGER;MA;35,783333;-5,816667
PORT NADOR;MA;35,283333;-2,933333
KENITRA;MA;34,3;-6,6
MOHAMMEDIA;MA;33,716667;-7,4
CASABLANCA;MA;33,6;-7,616667
SAFI;MA;32,3;-9,25
ESSAOUIRA;MA;31,5;-9,783333
AD DAKHLA;EH;23,7;-15,916667
NOUADHIBOU;MR;20,916667;-17,05
ST LOUIS;SN;16,016667;-16,516667
DAKAR;SN;14,683333;-17,433333
MERSA SFAX;TN;34,733333;10,766667
MAHDIA;TN;35,5;11,066667
SOUSSE;TN;35,833333;10,65
MERSIN;TR;36,8;34,633333
BOTAS;TR;36,883333;35,933333
ISKENDERUN;TR;36,6;36,166667
KYRENIA;CY;35,35;33,333333
XEROS;CY;35,133333;32,833333
LIMASSOL;CY;34,666667;33,05
LARNACA;CY;34,916667;33,65
DHEKELIA;CY;34,966667;33,716667
FAMAGUSTA;CY;35,116667;33,933333
TARTUS;SY;34,9;35,866667
BANIYAS;SY;35,183333;35,95
AL LADHIQIYAH;SY;35,533333;35,766667
TARABULUS;LB;34,45;35,833333
SAYDA;LB;33,5;35,35
ASHDOD;IL;31,816667;34,65
MERSA TOBRUQ;LY;32,083333;23,983333
DARNAH;LY;32,766667;22,65
BANGHAZI;LY;32,116667;20,05
EZ ZUEITINA;LY;30,85;20,05
AL BURAYQAH;LY;30,416667;19,6
RAS   LANUF;LY;30,516667;18,566667
AS SIDR;LY;30,633333;18,366667
MISRATAH;LY;32,366667;15,216667
MINA TARABULUS (TRIPOLI);LY;32,9;13,183333
AZ ZAWIYA;LY;32,8;12,716667
MARSA SABRATAH;LY;32,816667;12,5
HOUMT SOUK;TN;33,883333;10,85
GABES;TN;33,9;10,116667
SKHIRA;TN;34,283333;10,1
ANTALYA;TR;36,833333;30,616667
ALANYA;TR;36,533333;32
TASUCU;TR;36,316667;33,883333
POTI;GE;42,15;41,583333
BATUMI;GE;41,65;41,65
HOPA;TR;41,416667;41,4
RIZE;TR;41,066667;40,516667
TRABZON;TR;41,016667;39,766667
GIRESUN;TR;40,933333;38,4
ORDU;TR;41;37,883333
SAMSUN;TR;41,3;36,35
SINOP;TR;42,05;35,166667
INEBOLU;TR;41,983333;33,766667
ZONGULDAK;TR;41,466667;31,816667
EREGLI;TR;41,3;31,45
HAYDARPASA;TR;41;29,016667
KABA BURNU;TR;40,766667;29,533333
DERINCE BURNU;TR;40,75;29,816667
IZMIT;TR;40,766667;29,916667
GOLCUK BURNU;TR;40,733333;29,816667
MUDANYA;TR;40,383333;28,883333
BANDIRMA;TR;40,35;27,966667
ERDEK;TR;40,383333;27,8
KARABIGA;TR;40,4;27,316667
CANAKKALE;TR;40,15;26,4
AYVALIK;TR;39,316667;26,7
IZMIR;TR;38,433333;27,133333
NEMRUT LIMANI BAY;TR;38,766667;26,916667
KUSADASI;TR;37,866667;27,25
MARMARIS;TR;36,85;28,283333
FETHIYE;TR;36,633333;29,1
SOKHUMI;GE;42,983333;40,983333
CHORNOMORS KE;UA;45,516667;32,7
YEVPATORIYA;UA;45,2;33,383333
SEVASTOPOL;UA;44,616667;33,533333
BALAKLAVA;UA;44,5;33,6
YALTA;UA;44,483333;34,166667
ALUSHTA;UA;44,683333;34,416667
SUDAK;UA;44,85;34,983333
FEODOSIYA;UA;45,016667;35,433333
KERCH;UA;45,35;36,483333
HENICHESK;UA;46,166667;34,816667
KYRYLIVKA;UA;46,35;35,366667
BERDYANSK;UA;46,75;36,783333
MARIUPOL;UA;47,083333;37,566667
TAGANROG;RU;47,2;38,95
ROSTOV-NA-DONU;RU;47,166667;39,716667
AZOV;RU;47,1;39,433333
YEYSK;RU;46,733333;38,266667
TEMRYUK;RU;45,35;37,35
ANAPA;RU;44,883333;37,316667
NOVOROSSIYSK;RU;44,716667;37,783333
TUAPSE;RU;44,1;39,066667
SOCHI;RU;43,583333;39,733333
ADLER;RU;43,433333;39,933333
SKADOVS'K;UA;46,1;32,916667
KHORLY;UA;46,083333;33,283333
MILOS;GR;36,716667;24,45
SOUDHA;GR;35,483333;24,183333
IRAKLION;GR;35,35;25,15
SITIA;GR;35,216667;26,133333
KALI LIMENES;GR;34,933333;24,833333
RODHOS;GR;36,45;28,233333
LIMIN KOS;GR;36,9;27,283333
KALIMNOS;GR;36,95;26,983333
LAKKI;GR;37,133333;26,85
ECEABAT;TR;40,183333;26,366667
GELIBOLU;TR;40,4;26,666667
TEKIRDAG;TR;40,983333;27,516667
ISTANBUL;TR;41,016667;28,966667
DEFTERDAR BURNU;TR;41,05;29,033333
ISTINYE;TR;41,116667;29,05
BURGAS;BG;42,483333;27,483333
VARNA;BG;43,183333;27,966667
MANGALIA;RO;43,816667;28,583333
CONSTANTA;RO;44,166667;28,65
SULINA;RO;45,166667;29,666667
BRAILA;RO;45,25;27,983333
GALATI;RO;45,416667;28,083333
IZMAYIL;UA;45,333333;28,85
ILLICHIVSK;UA;46,3;30,65
ODESA;UA;46,483333;30,733333
YUZHNYY;UA;46,6;31,016667
MYKOLAYIV;UA;46,95;31,983333
KHERSON;UA;46,616667;32,6
ORMOS ALIVERIOU;GR;38,383333;24,05
PORTHMOS EVRIPOU;GR;38,466667;23,583333
LARIMNA;GR;38,566667;23,283333
STILIS;GR;38,916667;22,616667
TSINGELI;GR;39,166667;22,85
VOLOS;GR;39,366667;22,95
MILIANA;GR;39,166667;23,216667
THESSALONIKI;GR;40,633333;22,933333
YERAKINI;GR;40,266667;23,466667
STRATONI;GR;40,516667;23,833333
LAGOS;GR;41;25,133333
ALEXANDROUPOLI;GR;40,833333;25,883333
MITILINI;GR;39,1;26,566667
PLOMARION;GR;38,983333;26,366667
VRAKHONISIS KALLONIS;GR;39,083333;26,083333
KHIOS;GR;38,366667;26,133333
NEON KARLOVAS;GR;37,8;26,683333
SAMOS;GR;37,75;26,966667
PITHAGORION;GR;37,683333;26,95
GAVRIO;GR;37,883333;24,733333
ANDROS;GR;37,833333;24,95
MIKONOS;GR;37,45;25,333333
LIMIN SIROU;GR;37,433333;24,95
NISOS NAXOS;GR;37,1;25,366667
DHIAVLOS STENO;GR;38,45;23,6
SHENGJIN;AL;41,816667;19,6
DURRES;AL;41,316667;19,45
VLORES;AL;40,466667;19,5
KERKIRA;GR;39,616667;19,933333
PREVEZA;GR;38,95;20,75
ARGOSTOLION;GR;38,183333;20,516667
MESOLONGION;GR;38,366667;21,416667
ITEA;GR;38,433333;22,416667
AIYION;GR;38,25;22,083333
PATRAI;GR;38,25;21,733333
KATAKOLON;GR;37,65;21,316667
PILOS;GR;36,9;21,666667
KALAMATA;GR;37,016667;22,116667
YITHION;GR;36,75;22,566667
NAVPLIO;GR;37,566667;22,8
MEGARA OIL TERMINAL;GR;37,966667;23,4
AYIOS NIKOLAOS;GR;37,983333;23,533333
ELEVSIS;GR;38,033333;23,55
PAKHI OIL TERMINAL;GR;37,966667;23,383333
PERAMA;GR;37,966667;23,566667
PIRAIEVS;GR;37,933333;23,65
ORMOS MIKRO VATHI;GR;38,433333;23,6
DUBROVNIK;HR;42,666667;18,083333
PORTO DI BARLETTA;IT;41,316667;16,283333
MANFREDONIA;IT;41,616667;15,916667
VASTO;IT;42,116667;14,716667
ORTONA;IT;42,35;14,416667
PESCARA;IT;42,466667;14,216667
ANCONA;IT;43,616667;13,5
PORTO DI CORSINI;IT;44,5;12,283333
PORTO DI MALAMOCCO;IT;45,333333;12,316667
PORTO DI LIDO-VENEZIA;IT;45,416667;12,433333
MONFALCONE;IT;45,783333;13,55
TRIESTE;IT;45,65;13,766667
MUGGIA;IT;45,6;13,766667
KOPER;SI;45,55;13,733333
PIRAN;SI;45,533333;13,566667
UMAG;HR;45,433333;13,516667
ROVINJ;HR;45,083333;13,633333
PULA;HR;44,883333;13,8
BRSICA;HR;45,033333;14,05
RIJEKA LUKA;HR;45,333333;14,433333
BAKAR;HR;45,3;14,533333
OMISALJ;HR;45,216667;14,55
SENJ;HR;44,983333;14,9
ZADAR;HR;44,116667;15,216667
SIBENIK;HR;43,733333;15,883333
MOLFETTA;IT;41,216667;16,6
SPLIT;HR;43,5;16,433333
PLOCE;HR;43,05;17,433333
TORRE ANNUNZIATA;IT;40,75;14,45
CASTELLAMMARE DI STABIA;IT;40,7;14,483333
SALERNO;IT;40,666667;14,75
VIBO VALENTIA MARINA;IT;38,716667;16,133333
REGGIO DI CALABRIA;IT;38,116667;15,65
MESSINA;IT;38,2;15,566667
MILAZZO;IT;38,216667;15,25
GIOIA TAURO;IT;38,416667;15,9
PORTO DI PALERMO;IT;38,133333;13,366667
