PORT_NAME;COUNTRY;LATITUDE;LONGITUDE
TRAPANI;IT;38,016667;12,5
MARSALA;IT;37,783333;12,433333
MAZARA DEL VALLO;IT;37,65;12,583333
PORTO EMPEDOCLE;IT;37,283333;13,533333
LICATA;IT;37,1;13,933333
GELA;IT;37,066667;14,25
POZZALLO;IT;36,716667;14,85
SIRACUSA;IT;37,05;15,283333
AUGUSTA;IT;37,216667;15,233333
CATANIA;IT;37,5;15,1
LIPARI;IT;38,483333;14,966667
VALLETTA HARBORS;MT;35,9;14,516667
MARSAXLOKK;MT;35,816667;14,55
CROTONE;IT;39,083333;17,133333
TARANTO;IT;40,466667;17,2
GALLIPOLI;IT;40,05;17,983333
OTRANTO;IT;40,15;18,5
MONOPOLI;IT;40,95;17,3
BARI;IT;41,133333;16,866667
PORTO DI ORISTANO;IT;39,866667;8,55
PORTO TORRES;IT;40,833333;8,4
SAN REMO;IT;43,816667;7,783333
IMPERIA;IT;43,883333;8,033333
RADA DI VADO;IT;44,266667;8,433333
SAVONA;IT;44,316667;8,5
GENOVA;IT;44,4;8,933333
LA SPEZIA;IT;44,1;9,833333
MARINA DI CARRARA;IT;44,033333;10,033333
LIVORNO;IT;43,55;10,316667
VADA;IT;43,35;10,45
PORTOVECCHIO DI PIOMBINO;IT;42,933333;10,55
PORTO SANTO STEFANO;IT;42,433333;11,116667
CIVITAVECCHIA;IT;42,1;11,783333
FIUMICINO;IT;41,766667;12,233333
ANZIO;IT;41,45;12,633333
GAETA;IT;41,2;13,583333
POZZUOLI;IT;40,816667;14,116667
BAGNOLI;IT;40,816667;14,166667
NAPOLI;IT;40,85;14,266667
CARLOFORTE;IT;39,15;8,316667
PORTO VESME;IT;39,2;8,4
PUERTO DE ALCUDIA;ES;39,833333;3,133333
MAHON;ES;39,883333;4,266667
ROSAS;ES;42,266667;3,183333
PORT-VENDRES;FR;42,516667;3,116667
PORT-LA-NOUVELLE;FR;43,016667;3,066667
SETE;FR;43,4;3,7
PORT SAINT LOUIS DU RHONE;FR;43,383333;4,816667
FOS;FR;43,416667;4,883333
PORT-DE-BOUC;FR;43,4;4,983333
MARSEILLE;FR;43,316667;5,366667
SAINT-TROPEZ;FR;43,266667;6,633333
SAINT-RAPHAEL;FR;43,416667;6,766667
CANNES;FR;43,55;7,016667
ANTIBES;FR;43,583333;7,133333
NICE;FR;43,7;7,283333
VILLEFRANCHE;FR;43,7;7,316667
MONACO;MC;43,733333;7,416667
BASTIA;FR;42,7;9,45
BONIFACIO;FR;41,383333;9,166667
PORT DE PROPRIANO;FR;41,683333;8,9
PORT D' AJACCIO;FR;41,916667;8,75
CALVI;FR;42,566667;8,75
L'ILE ROUSSE;FR;42,633333;8,933333
LA MADDALENA;IT;41,2;9,416667
OLBIA;IT;40,916667;9,5
ARBATAX;IT;39,933333;9,7
CAGLIARI;IT;39,216667;9,116667
SARROCH OIL TERMINAL;IT;39,083333;9,033333
PALMA DE MALLORCA;ES;39,566667;2,633333
PORTO PONTE ROMANO;IT;39,05;8,466667
SANTA CRUZ DE LA PALMA;ES;28,683333;-17,75
SANTA CRUZ DE TENERIFE;ES;28,466667;-16,233333
LAS PALMAS;ES;28,15;-15,416667
PUERTO DEL ROSARIO;ES;28,5;-13,85
ARRECIFE;ES;28,95;-13,533333
HUELVA;ES;37,25;-6,95
SEVILLA;ES;37,366667;-6
ROTA;ES;36,616667;-6,333333
CADIZ;ES;36,533333;-6,3
ALGECIRAS;ES;36,133333;-5,433333
EUROPA POINT;GI;36,133333;-5,35
MALAGA;ES;36,716667;-4,416667
MOTRIL;ES;36,75;-3,516667
ADRA;ES;36,733333;-3,033333
ALMERIA;ES;36,833333;-2,466667
PUERTO DE CARBONERAS;ES;37;-1,883333
AGUILAS;ES;37,4;-1,566667
HORNILLO;ES;37,4;-1,55
CARTAGENA;ES;37,583333;-0,983333
TORREVIEJA;ES;37,966667;-0,683333
ALICANTE;ES;38,333333;-0,483333
PUERTO DE GANDIA;ES;39;-0,15
VALENCIA;ES;39,45;-0,316667
SAGUNTO;ES;39,65;-0,216667
BURRIANA;ES;39,883333;-0,05
EL GRAO;ES;39,966667;0,016667
TARRAGONA;ES;41,1;1,233333
BARCELONA;ES;41,35;2,166667
SAN FELIU DE GUIXOLS;ES;41,783333;3,033333
PALAMOS;ES;41,833333;3,116667
FUNCHAL;PT;32,633333;-16,916667
PUERTO DE PASAJES;ES;43,333333;-1,933333
BERMEO;ES;43,416667;-2,716667
PUERTO DE BILBAO;ES;43,35;-3,05
SANTANDER;ES;43,466667;-3,783333
GIJON;ES;43,55;-5,666667
AVILES;ES;43,6;-5,933333
RIBADEO;ES;43,533333;-7,033333
SAN CIPRIAN;ES;43,7;-7,433333
FERROL;ES;43,483333;-8,233333
LA CORUNA;ES;43,366667;-8,4
VILLAGARCIA DE AROSA;ES;42,6;-8,766667
MARIN;ES;42,4;-8,7
VIGO;ES;42,233333;-8,716667
VIANA DO CASTELO;PT;41,7;-8,833333
PORTO DE LEIXOES;PT;41,183333;-8,7
DOURO;PT;41,15;-8,666667
AVEIRO;PT;40,65;-8,65
FIGUEIRA DA FOZ;PT;40,15;-8,85
LISBOA;PT;38,7;-9,166667
SETUBAL;PT;38,516667;-8,9
SINES;PT;37,95;-8,866667
FARO;PT;37,033333;-7,933333
VILA REAL DE S ANTONIO;PT;37,183333;-7,4
BORDEAUX;FR;44,866667;-0,566667
SAINT HELIER HARBOUR;GB;49,183333;-2,116667
PAIMPOL;FR;48,783333;-3,05
RADE DE BREST;FR;48,383333;-4,5
CONCARNEAU;FR;47,866667;-3,916667
LORIENT;FR;47,75;-3,35
ST NAZAIRE;FR;47,283333;-2,2
DONGES;FR;47,3;-2,066667
NANTES;FR;47,2;-1,566667
LES SABLES D' OLONNE;FR;46,5;-1,8
LA PALLICE;FR;46,166667;-1,216667
LA ROCHELLE;FR;46,15;-1,15
ROCHEFORT;FR;45,933333;-0,95
TONNAY CHARENTE;FR;45,933333;-0,9
LE VERDON;FR;45,55;-1,05
PAUILLAC;FR;45,2;-0,75
BLAYE;FR;45,133333;-0,666667
AMBES;FR;45,016667;-0,533333
TEIGNMOUTH HARBOUR;GB;50,55;-3,5
BRIDPORT HARBOUR;GB;50,716667;-2,766667
POOLE HARBOUR;GB;50,683333;-1,95
SOUTHAMPTON;GB;50,9;-1,4
SHOREHAM HARBOUR;GB;50,816667;-0,25
DUNKERQUE PORT EST;FR;51,05;2,383333
BOULOGNE-SUR-MER;FR;50,733333;1,6
FECAMP;FR;49,766667;0,366667
HONFLEUR;FR;49,416667;0,216667
RADE DE CHERBOURG;FR;49,65;-1,633333
DARTMOUTH HARBOUR;GB;50,35;-3,616667
FISHGUARD;GB;52,016667;-4,983333
MILFORD HAVEN;GB;51,716667;-5,033333
SWANSEA;GB;51,616667;-3,95
NEATH;GB;51,633333;-3,833333
PORT TALBOT;GB;51,583333;-3,816667
BARRY;GB;51,4;-3,266667
CARDIFF;GB;51,45;-3,166667
NEWPORT;GB;51,55;-2,983333
SHARPNESS;GB;51,716667;-2,483333
AVONMOUTH;GB;51,5;-2,716667
BRISTOL;GB;51,466667;-2,633333
BRIDGWATER;GB;51,133333;-3
WATCHET HARBOR;GB;51,183333;-3,333333
BIDEFORD;GB;51,033333;-4,2
PADSTOW;GB;50,55;-4,933333
HAYLE;GB;50,183333;-5,416667
NEWLYN;GB;50,1;-5,55
FALMOUTH HARBOUR;GB;50,15;-5,066667
CHARLESTOWN;GB;50,333333;-4,75
PAR;GB;50,35;-4,7
HOLYHEAD;GB;53,316667;-4,633333
CAERNARVON;GB;53,15;-4,266667
SLIGO;IE;54,266667;-8,466667
WESTPORT;IE;53,8;-9,533333
GALWAY;IE;53,266667;-9,05
LIMERICK;IE;52,633333;-8,616667
FOYNES;IE;52,616667;-9,116667
TARBERT;IE;52,583333;-9,366667
FENIT;IE;52,266667;-9,866667
BANTRY;IE;51,683333;-9,45
COBH;IE;51,85;-8,3
CORK;IE;51,85;-8,266667
WATERFORD;IE;52,266667;-7,116667
ROSSLARE;IE;52,25;-6,333333
DUBLIN;IE;53,35;-6,25
GREENORE;IE;54,033333;-6,133333
SILLOTH;GB;54,866667;-3,4
WORKINGTON;GB;54,566667;-3,633333
BARROW IN FURNESS;GB;54,116667;-3,233333
HEYSHAM;GB;54,033333;-2,916667
FLEETWOOD;GB;53,916667;-3,016667
LIVERPOOL;GB;53,416667;-3
MANCHESTER;GB;53,483333;-2,266667
RATHMULLAN;IE;55,1;-7,533333
KILLYBEGS;IE;54,633333;-8,45
MALLAIG;GB;57;-5,816667
TOBERMORY;GB;56,616667;-6,066667
CRAIGNURE;GB;56,466667;-5,7
CORPACH;GB;56,85;-5,116667
OBAN;GB;56,416667;-5,466667
PORT ELLEN;GB;55,633333;-6,2
CRINAN (CANAL);GB;56,083333;-5,566667
CAMPBELTOWN;GB;55,433333;-5,6
LAMLASH HARBOR;GB;55,533333;-5,116667
ARDRISHAIG;GB;56,016667;-5,45
ROTHESAY HARBOR;GB;55,833333;-5,05
GREENOCK;GB;55,95;-4,75
FINNART OIL TERMINAL;GB;56,116667;-4,833333
BOWLING;GB;55,933333;-4,483333
OLD KILPATRICK;GB;55,916667;-4,466667
ROTHESAY DOCK;GB;55,9;-4,4
RENFREW;GB;55,883333;-4,383333
GLASGOW;GB;55,866667;-4,283333
LARGS;GB;55,8;-4,866667
HUNTERSTON;GB;55,75;-4,883333
MILLPORT;GB;55,75;-4,916667
ARDROSSAN;GB;55,65;-4,816667
TROON;GB;55,55;-4,683333
AYR;GB;55,466667;-4,633333
STRANRAER;GB;54,9;-5,033333
DOUGLAS;GB;54,15;-4,466667
RAMSEY;GB;54,316667;-4,366667
ARDGLASS;GB;54,266667;-5,616667
BELFAST;GB;54,616667;-5,9
LARNE;GB;54,85;-5,8
COLERAINE;GB;55,133333;-6,666667
LONDONDERRY;GB;55;-7,316667
ORNSAY;GB;57,15;-5,8
BUCKIE HARBOR;GB;57,683333;-2,966667
LOSSIEMOUTH;GB;57,716667;-3,283333
BURGHEAD;GB;57,7;-3,5
INVERNESS;GB;57,483333;-4,233333
CROMARTY;GB;57,683333;-4,033333
INVERGORDON;GB;57,683333;-4,166667
PORTMAHOMACK HARBOR;GB;57,833333;-3,833333
HELMSDALE HARBOR;GB;58,116667;-3,65
WICK;GB;58,433333;-3,083333
PIEROWALL;GB;59,3;-2,983333
KETTLETOFT;GB;59,233333;-2,6
WHITEHALL;GB;59,133333;-2,6
KIRKWALL;GB;58,983333;-2,966667
STROMNESS;GB;58,966667;-3,3
SOUTH NESS;GB;58,8;-3,2
ST MARGARETS HOPE;GB;58,833333;-2,95
LYNESS;GB;58,833333;-3,2
SCAPA BAY;GB;58,95;-2,983333
SCALLOWAY;GB;60,133333;-1,283333
LERWICK;GB;60,15;-1,15
SULLOM VOE;GB;60,466667;-1,3
TVOROYRI;FO;61,55;-6,8
TORSHAVN;FO;62;-6,75
KONGSHAVN;FO;62,116667;-6,733333
VESTMANNA;FO;62,15;-7,166667
SORVAGUR;FO;62,083333;-7,25
FUGLAFJORDUR;FO;62,25;-6,8
KLAKSVIK;FO;62,233333;-6,583333
SCRABSTER HARBOR;GB;58,616667;-3,55
ULLAPOOL;GB;57,9;-5,15
AULTBEA;GB;57,833333;-5,583333
GAIRLOCH;GB;57,716667;-5,683333
PLOCKTON;GB;57,333333;-5,65
KYLE OF LOCHALSH;GB;57,283333;-5,716667
KYLEAKIN;GB;57,266667;-5,733333
BROADFORD BAY;GB;57,25;-5,883333
PORTREE HARBOR;GB;57,416667;-6,2
UIG;GB;57,583333;-6,35
LOCHMADDY;GB;57,6;-7,166667
CASTLE BAY;GB;56,95;-7,483333
LOCHBOISDALE;GB;57,15;-7,3
STORNOWAY HARBOR;GB;58,183333;-6,366667
TARBERT;GB;57,9;-6,816667
MACDUFF;GB;57,666667;-2,5
SEAHAM;GB;54,833333;-1,316667
SUNDERLAND;GB;54,916667;-1,366667
TYNEMOUTH;GB;55;-1,4
BLYTH;GB;55,116667;-1,5
WARKWORTH HARBOUR;GB;55,333333;-1,583333
BERWICK-UPON-TWEED;GB;55,766667;-2
EYEMOUTH;GB;55,866667;-2,083333
DUNBAR;GB;56;-2,516667
LEITH;GB;55,983333;-3,183333
GRANTON;GB;55,983333;-3,216667
BRAEFOOT BAY TERMINAL;GB;56,033333;-3,316667
HOUND POINT TERMINAL;GB;56;-3,366667
ROSYTH;GB;56,016667;-3,433333
GRANGEMOUTH;GB;56,016667;-3,716667
BURNTISLAND;GB;56,05;-3,233333
METHIL;GB;56,183333;-3
DUNDEE;GB;56,466667;-2,95
PERTH;GB;56,4;-3,45
MONTROSE;GB;56,7;-2,466667
ABERDEEN;GB;57,15;-2,083333
PETERHEAD;GB;57,5;-1,783333
FRASERBURGH HARBOR;GB;57,683333;-2
TEESPORT;GB;54,65;-1,133333
HARTLEPOOL;GB;54,7;-1,183333
DORDRECHT;NL;51,816667;4,65
VLISSINGEN;NL;51,45;3,6
TERNEUZEN;NL;51,35;3,816667
ANTWERPEN;BE;51,216667;4,4
BRUXELLES;BE;50,866667;4,35
GHENT;BE;51,066667;3,733333
ZEEBRUGGE;BE;51,333333;3,2
BRUGES;BE;51,233333;3,216667
OOSTENDE;BE;51,233333;2,916667
NIEUWPOORT;BE;51,133333;2,75
WHITSTABLE;GB;51,366667;1,033333
SHEERNESS;GB;51,45;0,75
THAMESPORT;GB;51,433333;0,7
CHATHAM DOCKS;GB;51,4;0,55
GRAVESEND;GB;51,45;0,366667
LONDON;GB;51,5;-0,083333
COLCHESTER;GB;51,883333;0,916667
HARWICH;GB;51,95;1,283333
IPSWICH;GB;52,05;1,166667
LOWESTOFT;GB;52,483333;1,75
GREAT YARMOUTH;GB;52,616667;1,733333
KING'S LYNN;GB;52,75;0,4
BOSTON;GB;52,966667;-0,016667
GRIMSBY;GB;53,583333;-0,066667
IMMINGHAM;GB;53,633333;-0,2
KINGSTON UPON HULL;GB;53,75;-0,283333
GOOLE;GB;53,7;-0,833333
BRIDLINGTON;GB;54,083333;-0,183333
SCARBOROUGH;GB;54,283333;-0,4
WHITBY;GB;54,483333;-0,616667
ROTTERDAM;NL;51,9;4,483333
RINGKOBING;DK;56,083333;8,25
ESBJERG;DK;55,466667;8,45
HUSUM;DE;54,483333;9,05
BRUNSBUTTEL ELBAHAFEN;DE;53,883333;9,166667
BRUNSBUTTEL CANAL TERMINALS;DE;53,9;9,15
RENDSBURG;DE;54,3;9,683333
GLUCKSTADT;DE;53,783333;9,416667
HAMBURG;DE;53,55;9,933333
CUXHAVEN;DE;53,866667;8,716667
BREMERHAVEN;DE;53,533333;8,583333
NORDENHAM;DE;53,483333;8,483333
BRAKE;DE;53,333333;8,483333
ELSFLETH;DE;53,233333;8,466667
OLDENBURG;DE;53,116667;8,216667
BREMEN;DE;53,133333;8,766667
WILHELMSHAVEN;DE;53,533333;8,166667
EMDEN;DE;53,333333;7,183333
LEER;DE;53,233333;7,45
PAPENBURG;DE;53,1;7,383333
DELFZIJL;NL;53,333333;6,933333
HARLINGEN;NL;53,183333;5,416667
DEN HELDER;NL;52,966667;4,783333
IJMUIDEN;NL;52,466667;4,583333
ZAANDAM;NL;52,433333;4,833333
AMSTERDAM;NL;52,366667;4,9
SCHEVENINGEN;NL;52,1;4,266667
HOEK VAN HOLLAND;NL;51,95;4,133333
EUROPOORT;NL;51,95;4,116667
MAASSLUIS;NL;51,916667;4,25
VLAARDINGEN;NL;51,9;4,35
SCHIEDAM;NL;51,9;4,4
THYBORON;DK;56,7;8,216667
SAKSKOBING;DK;54,8;11,633333
BANDHOLM;DK;54,833333;11,5
NAKSKOV;DK;54,833333;11,133333
RODBY HAVN;DK;54,65;11,35
NYSTED;DK;54,666667;11,733333
RUDKOBING;DK;54,95;10,716667
MARSTAL;DK;54,916667;10,333333
AEROSKOBING;DK;54,883333;10,416667
SVENDBORG;DK;55,066667;10,616667
NYBORG;DK;55,316667;10,8
ODENSE;DK;55,416667;10,383333
MIDDELFART;DK;55,5;9,733333
ASSENS;DK;55,266667;9,883333
FABORG;DK;55,1;10,25
SONDERBORG;DK;54,916667;9,783333
AUGUSTENBORG;DK;54,95;9,866667
ABENRA;DK;55,05;9,433333
ENSTED;DK;55,016667;9,433333
HADERSLEV;DK;55,25;9,5
KOLDING;DK;55,483333;9,5
FREDERICIA;DK;55,566667;9,766667
VEJLE;DK;55,716667;9,55
HORSENS;DK;55,866667;9,85
ARHUS;DK;56,15;10,216667
STUDSTRUP;DK;56,25;10,35
GRENAA HAVN;DK;56,416667;10,933333
RANDERS;DK;56,466667;10,05
HADSUND;DK;56,716667;10,116667
MARIAGER;DK;56,65;9,983333
HOBRO;DK;56,633333;9,8
HALS;DK;56,983333;10,316667
ALBORG;DK;57,05;9,933333
FREDERIKSHAVN;DK;57,433333;10,55
SKAGEN HAVN;DK;57,716667;10,6
HIRTSHALS;DK;57,6;9,966667
HANSTHOLM;DK;57,133333;8,6
NYKOBING (FALSTER);DK;54,766667;11,866667
ROSTOCK;DE;54,1;12,133333
WISMAR;DE;53,9;11,466667
LUBECK-TRAVEMUNDE;DE;53,966667;10,883333
LUBECK;DE;53,883333;10,7
NEUSTADT;DE;54,1;10,816667
HEILIGENHAFEN;DE;54,366667;10,983333
KIEL;DE;54,316667;10,133333
ECKERNFORDE;DE;54,483333;9,833333
KAPPELN;DE;54,666667;9,933333
FLENSBURG;DE;54,8;9,433333
NEKSO;DK;55,066667;15,133333
RONNE;DK;55,1;14,7
HASLE;DK;55,183333;14,7
CHRISTIANSO HARBOR;DK;55,316667;15,183333
FAKSE LADEPLADS HAVN;DK;55,216667;12,166667
KOGE;DK;55,45;12,2
KOBENHAVN;DK;55,7;12,616667
TUBORG;DK;55,716667;12,583333
HELSINGOR;DK;56,033333;12,616667
FREDERIKSVAERK;DK;55,966667;12,016667
FREDERIKSSUND;DK;55,833333;12,05
KYNDBYVAERKETS HAVN;DK;55,816667;11,883333
HOLBAEK;DK;55,716667;11,716667
KALUNDBORG;DK;55,683333;11,1
KORSOR;DK;55,333333;11,133333
SKAELSKOR;DK;55,25;11,3
STIGSNAESVAERKET;DK;55,2;11,25
NAESTVED;DK;55,233333;11,75
VORDINGBORG;DK;55;11,9
STUBBEKOBING;DK;54,883333;12,05
STEGE;DK;54,983333;12,283333
STRALSUND;DE;54,316667;13,1
HELSINKI;FI;60,166667;24,966667
PORVOO;FI;60,3;25,633333
LOVIISA;FI;60,45;26,233333
KOTKA;FI;60,466667;26,966667
HAMINA;FI;60,566667;27,2
VYBORG;RU;60,716667;28,75
GAVAN VYSOTSK;RU;60,616667;28,566667
PRIMORSK;RU;60,366667;28,633333
SANKT-PETERBURG;RU;59,933333;30,3
LOMONOSOV;RU;59,916667;29,766667
KRONSHTADT;RU;59,983333;29,783333
REKA LUGA;RU;59,666667;28,316667
KUNDA;EE;59,533333;26,533333
TALLINN;EE;59,45;24,766667
PALDISKI;EE;59,35;24,033333
OSMUSSAAR;EE;59,3;23,366667
PARNU;EE;58,383333;24,5
RIGA;LV;56,95;24,1
VENTSPILS;LV;57,4;21,533333
LIEPAJA;LV;56,516667;21,016667
KLAIPEDA;LT;55,716667;21,116667
BALTIYSK;RU;54,633333;19,9
KALININGRAD;RU;54,7;20,483333
GDANSK;PL;54,35;18,666667
PORT POLNOCHNY;PL;54,4;18,716667
NOWY PORT;PL;54,416667;18,666667
GDYNIA;PL;54,533333;18,55
USTKA;PL;54,583333;16,85
DARLOWO;PL;54,433333;16,416667
KOLOBRZEG;PL;54,216667;15,55
SWINOUJSCIE;PL;53,916667;14,266667
SZCZECIN;PL;53,416667;14,55
WOLGAST;DE;54,05;13,783333
SASSNITZ;DE;54,516667;13,65
EKENAS;FI;59,983333;23,433333
JUSSARO;FI;59,833333;23,566667
PORKKALA;FI;60,083333;24,383333
KARLSBORG;SE;65,8;23,283333
SANDVIK;SE;65,733333;23,766667
TORINA;FI;65,766667;24,166667
KEMI;FI;65,733333;24,566667
OULU;FI;65,016667;25,4
RAAHE;FI;64,683333;24,416667
HIMANKA;FI;64;23,65
KOKKOLA;FI;63,85;23,016667
JAKOBSTAD;FI;63,683333;22,666667
NYKARLEBY;FI;63,516667;22,533333
KANTLAX;FI;63,416667;22,283333
HELLNAS;FI;63,283333;22,233333
VAASA;FI;63,1;21,583333
KASKINEN;FI;62,383333;21,233333
KRISTINESTAD;FI;62,283333;21,4
MANTYLUOTO;FI;61,6;21,483333
TAHKOLUOTO;FI;61,633333;21,4
RAUMA;FI;61,133333;21,5
UUSIKAUPUNKI;FI;60,8;21,4
NAANTALI;FI;60,466667;22,016667
TURKU;FI;60,45;22,233333
UDANG OILFIELD;ID;4,033333;106,483333
SIGNILSKAR;FI;60,2;19,333333
WIDURI MARINE TERMINAL;ID;-4,666667;106,65
MARIEHAMN;FI;60,1;19,916667
KUMUL;PG;-8,1;144,566667
HANKO;FI;59,816667;22,95
TOREHAMN;SE;65,9;22,65
TARAKOHE;NZ;-40,85;172,9
KOPMANHOLMEN;SE;63,166667;18,583333
BAKAPIT;MY;4,95;118,583333
ORNSKOLDSVIK;SE;63,283333;18,716667
HUSUM;SE;63,333333;19,15
RUNDVIK;SE;63,533333;19,45
NORDMALING;SE;63,566667;19,483333
BINTANGOR;MY;2,166667;111,633333
MOSTYN;MY;4,683333;118,25
PORT LANGKAWI;MY;6,433333;99,766667
KEMAMAN HARBOR;MY;4,25;103,466667
UMEA HAMN;SE;63,7;20,35
TG. MANI;MY;2,15;111,35
GUMBODAHAMN;SE;64,233333;21,1
TANJUNG PELEPAS;MY;1,35;103,55
BONGKOT TERMINAL;TH;8,05;102,333333
VUNG TAU;VN;10,35;107,066667
SKELLEFTEHAMN;SE;64,683333;21,233333
KAGEHAMN;SE;64,833333;21,033333
PATTANI;TH;6,95;101,3
TANTAWAN MARINE TERMINAL;TH;10,083333;101,416667
BRANNFORS;SE;65,016667;21,383333
BANG SAPHAN;TH;11,183333;99,6
KHANOM;TH;9,2;99,9
LAEM CHABANG;TH;13,083333;100,883333
PITEA;SE;65,316667;21,483333
ERAWAN TERMINAL;TH;9,1;101,35
BENCHAMAS TERMINAL;TH;10,516667;101,25
LULEA;SE;65,583333;22,166667
SI RACHA;TH;13,166667;100,916667
MAP TA PHUT;TH;12,666667;101,166667
GAVLE;SE;60,683333;17,166667
NORRSUNDET;SE;60,933333;17,166667
SONGKHLA HARBOR;TH;7,216667;100,583333
DAI HANG;VN;8,483333;108,683333
VALLVIK;SE;61,183333;17,166667
MUI VUNG TAU;VN;10,316667;107,066667
SODERHAMN;SE;61,3;17,083333
PHU MY;VN;10,583333;107,033333
GINGOOG;PH;8,833333;125,1
IGGESUND;SE;61,65;17,083333
ISABEL;PH;10,916667;124,433333
HUDIKSVALL;SE;61,733333;17,116667
MASAO;PH;9;125,416667
STOCKA;SE;61,9;17,35
TANAUAN;PH;11,1;125,016667
SHAKHTERSK;RU;49,166667;142,066667
KAVKAZ OIL TERMINAL;RU;45,333333;36,65
ZARUBINO;RU;42,633333;131,083333
VITAZ MARINE TERMINAL;RU;52,7;143,55
STOCKVIK;SE;62,333333;17,383333
SUNDSVALL;SE;62,383333;17,35
VIVSTAVARV;SE;62,483333;17,35
SORAKER;SE;62,5;17,5
HARNOSAND;SE;62,633333;17,933333
ULVVIK;SE;62,666667;17,866667
UTANSJO;SE;62,766667;17,933333
GUSTAVSVIK;SE;62,833333;17,883333
LUNDE;SE;62,883333;17,883333
KRAMFORS;SE;62,933333;17,8
KARSKAR;SE;60,683333;17,266667
VAJA;SE;62,983333;17,716667
BOLLSTABRUK;SE;63;17,7
DEGERHAMN;SE;56,35;16,416667
RONEHAMN;SE;57,116667;18,5
SLITE;SE;57,7;18,816667
FAROSUND;SE;57,916667;19,05
STORUGNS;SE;57,833333;18,8
VISBY;SE;57,633333;18,283333
KLINTEHAMN;SE;57,383333;18,2
VERKEBACK;SE;57,733333;16,533333
VASTERVIK;SE;57,766667;16,65
NORRKOPING;SE;58,583333;16,2
OXELOSUND;SE;58,666667;17,116667
NYKOPING;SE;58,75;17,016667
SODERTALJE;SE;59,183333;17,65
NYNASHAMN;SE;58,9;17,966667
GUSTAVSBERG;SE;59,316667;18,383333
SANDHAMN;SE;59,283333;18,916667
STOCKHOLM;SE;59,333333;18,05
VASTERAS;SE;59,616667;16,55
GRISSLEHAMN;SE;60,1;18,816667
HALLSTAVIK;SE;60,05;18,583333
HARGSHAMN;SE;60,183333;18,45
SKUTSKAR;SE;60,65;17,4
OSKARSHAMN;SE;57,266667;16,45
FIGEHOLM;SE;57,366667;16,5
MOSS;NO;59,45;10,666667
SARPSBORG;NO;59,266667;11,1
FREDRIKSTAD;NO;59,2;10,95
HALDEN;NO;59,116667;11,383333
STROMSTAD;SE;58,933333;11,166667
GREBBESTAD;SE;58,683333;11,266667
FJALLBACKA;SE;58,6;11,283333
BOVALLSTRAND;SE;58,483333;11,333333
HUNNEBOSTRAND;SE;58,433333;11,3
LYSEKIL;SE;58,266667;11,433333
UDDEVALLA;SE;58,35;11,916667
MARSTRAND;SE;57,883333;11,583333
GOTEBORG;SE;57,7;11,966667
VARBERG;SE;57,116667;12,25
FALKENBERG;SE;56,9;12,5
HALMSTAD;SE;56,666667;12,866667
HOGANAS;SE;56,2;12,55
HELSINGBORG;SE;56,05;12,7
LANDSKRONA;SE;55,866667;12,833333
MALMO;SE;55,616667;13
LIMHAMN;SE;55,583333;12,933333
TRELLEBORG;SE;55,366667;13,15
YSTAD;SE;55,433333;13,833333
SIMRISHAMN;SE;55,55;14,366667
AHUS;SE;55,933333;14,316667
SOLVESBORG;SE;56,05;14,583333
KARLSHAMN;SE;56,166667;14,866667
RONNEBY;SE;56,183333;15,3
KARLSKRONA;SE;56,166667;15,6
BERGKVARA;SE;56,383333;16,1
KALMAR;SE;56,666667;16,366667
STORA JATTERSON;SE;57,1;16,566667
TOFTE;NO;59,55;10,566667
KAMBO;NO;59,466667;10,683333
HUSNES;NO;59,866667;5,766667
HAUGESUND;NO;59,416667;5,266667
KOPERVIK;NO;59,283333;5,316667
KARSTO;NO;59,266667;5,516667
ESPEVAER;NO;59,583333;5,15
SAUDA;NO;59,65;6,35
AKRAHAMN;NO;59,266667;5,183333
SANDNES;NO;58,85;5,75
STAVANGER;NO;58,966667;5,75
SKUDENESHAVN;NO;59,15;5,266667
TANANGER;NO;58,933333;5,583333
EGERSUND;NO;58,45;6
REKEFJORD;NO;58,333333;6,266667
KIRKEHAMN;NO;58,233333;6,533333
FLEKKEFJORDEN;NO;58,3;6,666667
FARSUND;NO;58,083333;6,816667
STUSVIK;NO;58;7,033333
MANDAL;NO;58,016667;7,466667
KRISTIANSAND;NO;58,15;8
ARENDAL;NO;58,466667;8,766667
TVEDESTRAND;NO;58,616667;8,933333
RISOR;NO;58,716667;9,233333
KRAGERO;NO;58,866667;9,416667
BREVIK;NO;59,066667;9,7
PORSGRUNN;NO;59,15;9,666667
SKIEN;NO;59,2;9,6
LARVIK;NO;59,05;10,033333
SANDEFJORDEN;NO;59,116667;10,233333
TONSBERG;NO;59,283333;10,416667
VALLOY;NO;59,266667;10,5
SLAGENSTANGEN;NO;59,316667;10,516667
HORTEN;NO;59,416667;10,5
HOLMESTRAND;NO;59,483333;10,3
SVELVIK;NO;59,616667;10,4
DRAMMEN;NO;59,733333;10,25
STORSTEILENE;NO;59,816667;10,6
OSLO;NO;59,916667;10,75
DROBAK;NO;59,666667;10,65
MOSTERHAMN;NO;59,7;5,4
SAGVAG;NO;59,766667;5,383333
LEIRVIK;NO;59,783333;5,5
MOSJOEN;NO;65,833333;13,2
TJOTTA;NO;65,833333;12,433333
BRONNOYSUND;NO;65,466667;12,2
BERG;NO;65,366667;12,2
